Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source,Keep
DEFACED,18913,5718,2.2380253664001849e-07,7.267521984302442e-08,2.9175336528797184e-06,1951,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFACEMENT,18914,1270,4.970780369584181e-08,2.1372573085574162e-08,1.0659788669078976e-06,889,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEFAMATION,18926,42224,1.652647482876555e-06,1.4548444985564114e-06,1.761555905788957e-05,25370,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEFAMATIONS,18927,42,1.6438801222246899e-09,2.991922693979903e-09,9.614410231403231e-07,23,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEFAMATORY,18928,9788,3.8310234848417296e-07,2.875507125402281e-07,7.1584520727357505e-06,5510,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
DEFAME,18929,4200,1.64388012222469e-07,9.460272944247803e-08,3.1645005460283333e-06,2197,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFAMED,18930,1285,5.0294903739493486e-08,6.753594203670185e-08,4.086264481510361e-06,781,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFAMES,18933,445,1.741730129499969e-08,9.128060621711442e-09,7.959463832978203e-07,259,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFAMING,18934,313,1.225082091086495e-08,9.757120467100843e-09,1.0732510922720706e-06,200,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFAULT,18935,8724038,0.00034145887270792475,0.00018666405214108037,0.00040027451191867265,571772,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFAULTED,18936,285433,1.1171848450641902e-05,7.793318218682873e-06,6.807177107386594e-05,85254,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFAULTING,18939,622734,2.437381057222548e-05,5.751594575144662e-06,5.774245085560164e-05,43940,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFAULTS,18940,1588435,6.217135052252322e-05,0.00010795165010315203,0.00019665842317560036,604104,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFEAT,18948,10520,4.117528306143747e-07,2.562721638630046e-07,5.278036808121031e-06,7875,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFEATED,18949,5706,2.2333285660509716e-07,2.836670894629311e-07,1.1184326717039673e-05,4215,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFEATING,18952,2347,9.186158683003207e-08,5.5025111302937545e-08,3.113829212644203e-06,1848,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFEATS,18957,950,3.7183002764606083e-08,1.6389254820712557e-08,8.934805333584997e-07,795,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFECT,18964,230796,9.033356111642131e-06,4.057128607215589e-06,4.334782635111641e-05,73624,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFECTIVE,18969,187397,7.334719125346195e-06,5.012065106902543e-06,3.0637936720212313e-05,91014,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFECTS,18977,462137,1.8088043524870276e-05,1.1828897202187015e-05,5.544649294985912e-05,152739,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFEND,18980,1025783,4.014914960514307e-05,3.0091280841827814e-05,8.169749343971375e-05,309973,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFENDANT,18982,487462,1.907926409856885e-05,2.1752896352194055e-05,0.00010880726220455033,187799,2009,0,0,2009,0,0,0,0,3,12of12inf,TRUE
DEFENDANTS,18983,1348661,5.278659546475411e-05,5.716110196514662e-05,0.00027329936219538405,206302,2009,0,0,2009,0,0,0,0,3,12of12inf,TRUE
DEFENDED,18984,36495,1.4284144062045251e-06,1.4271992367330973e-06,1.6971617850770306e-05,24806,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFENDING,18987,476453,1.8648371806531433e-05,1.3366103068745821e-05,4.8178631916498896e-05,197122,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFENDS,18988,8438,3.302633445555222e-07,3.089575733204913e-07,6.550484822387095e-06,6567,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFENSIVE,18999,19329,7.565371162495483e-07,6.06747756270681e-07,1.1950680584943641e-05,10241,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFER,19004,599307,2.345687772405029e-05,1.713642582523988e-05,6.088102048566547e-05,234546,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFICIENCIES,19028,2279534,8.922096739369848e-05,0.0001426904389712178,0.00021872109600000833,819488,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEFICIENCY,19029,942089,3.687336620158419e-05,5.0577726524864284e-05,0.00021579407206065478,273835,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEFICIENT,19030,38355,1.5012148116173328e-06,1.2234570840210183e-06,1.4774942443902833e-05,24724,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFICIT,19031,3696829,0.00014469389781818519,0.0003051770062134047,0.0005981547138846374,697559,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFICITS,19032,88122,3.44909533644486e-06,5.766999354287449e-06,5.8739006096634395e-05,48226,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFRAUD,19114,34038,1.3322474190543809e-06,6.626672211294894e-07,8.219116865913469e-06,25264,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFRAUDED,19115,5085,1.990269147979178e-07,2.2776236047843585e-07,6.981034374123672e-06,3610,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFRAUDING,19118,2706,1.0591284787476216e-07,4.630198847691252e-08,2.319129865821314e-06,2216,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEFRAUDS,19119,233,9.119620678056018e-09,4.8997816013645534e-09,5.431970284131491e-07,189,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEFUNCT,19142,3149,1.2325186916394164e-07,1.8384658665896694e-07,7.773310251249035e-06,2435,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEGRADATION,19164,45159,1.7675233914177326e-06,1.1761935534066752e-06,1.6053363961402568e-05,25788,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEGRADATIONS,19165,1578,6.17629245921562e-08,3.478275645229596e-08,1.5282204177636395e-06,1237,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEGRADE,19166,17125,6.702725498356623e-07,3.497942554390175e-07,5.375623245751506e-06,12059,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEGRADED,19167,9179,3.5926608671191494e-07,1.7821130814141918e-07,5.454347084496096e-06,4991,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEGRADES,19168,2198,8.602972639642544e-08,5.5547351518568066e-08,2.2032547271017646e-06,1824,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEGRADING,19169,3557,1.392209903512672e-07,7.876012734263708e-08,2.5672133505369512e-06,2552,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DELAY,19234,2277117,8.912636600666474e-05,5.5483340693652866e-05,0.00012651853389669473,425719,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DELAYED,19235,1128250,4.415970828333348e-05,2.7344386651877627e-05,0.00012225425326241494,289758,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DELAYING,19239,170114,6.658262455050736e-06,4.808258388948038e-06,2.314480341512258e-05,112420,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DELAYS,19240,1689922,6.614355199786172e-05,5.190404675252274e-05,0.00012574706480324193,386871,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DELETERIOUS,19258,8587,3.360952049891289e-07,2.1597898218807582e-07,4.677173954803885e-06,5767,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
DELIBERATE,19276,39744,1.555580275659478e-06,9.247304759041302e-07,1.0299388119210577e-05,25606,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DELIBERATED,19277,1369,5.3582663983942865e-08,4.876762223771525e-08,2.603596151737112e-06,1019,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
DELIBERATELY,19278,11404,4.463525931869134e-07,3.4588078182058815e-07,1.266594843720345e-05,8378,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
DELINQUENCIES,19317,242733,9.500570326380134e-06,9.371236444717823e-06,5.447040495474905e-05,80205,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DELINQUENCY,19318,356787,1.396464421829001e-05,1.2437277139705341e-05,8.589892153901338e-05,97482,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DELINQUENT,19319,942600,3.6893366743071256e-05,5.0765013993059315e-05,0.0002011455759697236,406118,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DELINQUENTLY,19320,78,3.0529202269887096e-09,9.52735133922727e-09,2.482692293241104e-06,64,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DELINQUENTS,19321,150,5.8710004365167495e-09,6.4852978231937106e-09,1.0317578807111025e-06,118,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DELIST,19335,20322,7.954031391392893e-07,6.7441652369318e-07,1.0326213256861257e-05,13219,2009,0,0,0,0,0,0,0,2,10K_2008,TRUE
DELISTED,19336,81572,3.1927283173836285e-06,3.2007884189024344e-06,2.6950367820354006e-05,41918,2009,0,0,0,0,0,0,0,3,10K_2008,TRUE
DELISTING,19337,107553,4.20962473299124e-06,3.6434533154374655e-06,3.230657895223367e-05,44606,2009,0,0,0,0,0,0,0,3,10K_2008,TRUE
DELISTS,19339,4067,1.5918239183542414e-07,8.478630244050139e-08,2.247871171461094e-06,3811,2011,0,0,0,0,0,0,0,2,10K_2010,TRUE
DEMISE,19450,13160,5.150824382970695e-07,2.5484436759436936e-07,7.084248921644331e-06,6056,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEMISED,19451,280223,1.0967929035480221e-05,4.328952149179611e-06,0.00012640954966876966,9474,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEMISES,19452,3283,1.284966295538966e-07,5.539238415078109e-08,1.9624309355359217e-06,2341,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEMISING,19453,10363,4.0560785015748717e-07,1.5366372922366264e-07,4.974465229849082e-06,4219,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEMOLISH,19491,7849,3.0720988284146646e-07,1.8279358109997716e-07,5.087168471859616e-06,4854,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEMOLISHED,19492,8575,3.356255249542075e-07,2.80230567098094e-07,8.524694172415615e-06,5459,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEMOLISHES,19493,168,6.5755204888987595e-09,7.779053004002378e-09,9.580477597663898e-07,139,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEMOLISHING,19494,1440,5.63616041905608e-08,4.6458937802370305e-08,3.733720663565372e-06,1078,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEMOLITION,19495,53350,2.0881191552544573e-06,1.5424005045111994e-06,3.150708006216039e-05,20934,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEMOLITIONS,19496,373,1.4599221085471651e-08,8.393319481955032e-09,9.365482229415293e-07,277,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEMOTE,19533,2060,8.062840599483003e-08,3.959997377243388e-08,1.6636838222903373e-06,1456,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEMOTED,19534,3484,1.3636377013882905e-07,7.49945995007226e-08,3.134742273658801e-06,2029,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEMOTES,19535,314,1.2289960913775062e-08,8.044796162198197e-09,9.678365069908233e-07,189,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEMOTING,19537,153,5.988420445247084e-09,3.799057546755153e-09,5.138492579220572e-07,114,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEMOTION,19538,11495,4.4991433345173355e-07,2.5791574227341285e-07,5.899481569492419e-06,6070,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEMOTIONS,19539,1359,5.319126395484175e-08,3.4521479779883476e-08,1.7831691153449656e-06,1024,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DENIAL,19581,274875,1.0758608299916944e-05,5.583252404864681e-06,3.556406864857383e-05,97456,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DENIALS,19582,21899,8.571269237285353e-07,5.2660134911772e-07,1.0487339308822694e-05,11914,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DENIED,19583,554750,2.1712916614384446e-05,1.8182121154106644e-05,7.681705647232727e-05,180243,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DENIES,19586,59030,2.3104343717838915e-06,2.4243754361916805e-06,2.4072774173334935e-05,36374,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DENIGRATE,19587,1706,6.67728449646505e-08,3.8620716211916355e-08,2.0366007636227946e-06,956,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DENIGRATED,19588,7,2.7398002037078165e-10,1.1474041101720079e-10,5.5524130699798534e-08,7,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DENIGRATES,19589,431,1.6869341254258128e-08,7.0390528864808294e-09,7.700168205023706e-07,246,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DENIGRATING,19590,530,2.074420154235918e-08,1.4141392066376503e-08,1.7620185755346965e-06,325,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DENIGRATION,19591,165,6.458100480168425e-09,3.4093293647972616e-09,4.888195664693964e-07,137,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DENY,19662,138657,5.427035383507353e-06,3.525450594242284e-06,2.466786248742475e-05,80908,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DENYING,19663,149805,5.863368135949278e-06,5.8084322621132395e-06,3.9518092606312575e-05,74257,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEPEND,19690,1908416,7.469540779370366e-05,6.486840054295772e-05,0.00012005737929070322,517755,0,0,2009,0,0,2009,2011,0,2,12of12inf,TRUE
DEPENDANCE,19695,323,1.2642220939966068e-08,2.2633749103339848e-08,2.3218357792625665e-06,267,0,0,0,0,0,0,2011,0,3,12of12inf,TRUE
DEPENDANCES,19696,8,3.131200232808933e-10,1.043960466891081e-10,6.348076823200397e-08,5,0,0,0,0,0,0,2011,0,4,12of12inf,TRUE
DEPENDANT,19697,15222,5.957891242977197e-07,9.630234613718028e-07,1.4724352445433144e-05,11953,0,0,0,0,0,0,2011,0,3,12of12inf,TRUE
DEPENDED,19699,16634,6.510548084067974e-07,6.872095646943684e-07,1.0165626165414416e-05,14258,0,0,2009,0,0,2009,0,0,3,12of12inf,TRUE
DEPENDENCE,19700,323331,1.2655176280929314e-05,1.651519165005522e-05,6.73991875197971e-05,189533,0,0,2009,0,0,0,0,0,3,12of12inf,TRUE
DEPENDENCIES,19702,8160,3.193824237465112e-07,3.502732611212796e-07,9.669703918876245e-06,5219,0,0,2009,0,0,0,2011,0,4,12of12inf,TRUE
DEPENDENCY,19703,33419,1.3080197572530217e-06,1.357478822759058e-06,1.7225706449376477e-05,25156,0,0,2009,0,0,0,0,0,4,12of12inf,TRUE
DEPENDENT,19704,2442368,9.559429062756361e-05,0.00011082357068745578,0.0001713918751798035,690633,0,0,2009,0,0,0,2011,0,3,12of12inf,TRUE
DEPENDING,19707,1511786,5.917130843946607e-05,5.474839824049684e-05,0.00010010669476439867,530626,0,0,2009,0,0,2009,2011,0,3,12of12inf,TRUE
DEPENDS,19708,1227988,4.80634538935822e-05,3.720935351719473e-05,7.934710847425638e-05,393025,0,0,2009,0,0,2009,2011,0,2,12of12inf,TRUE
DEPLETE,19726,19644,7.688662171662335e-07,9.166387554944491e-07,1.3987467785326923e-05,15908,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEPLETED,19727,73827,2.8895889948448136e-06,4.028179831674035e-06,4.065110069008748e-05,39919,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEPLETES,19728,2118,8.28985261636165e-08,1.2027503472935768e-07,5.619757695904589e-06,1655,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEPLETING,19729,15459,6.050653049874162e-07,8.852127409474127e-07,1.4767368967713397e-05,10226,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEPLETION,19730,678337,2.6550112154036416e-05,4.564803271707223e-05,0.0002995624466486577,82582,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEPLETIONS,19731,2274,8.900436661759393e-08,1.2504430136188818e-07,1.0112233321780739e-05,669,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEPRECATION,19802,5979,2.3401807739955763e-07,3.814936160672801e-07,9.860308885765383e-06,5170,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEPRESS,19814,74865,2.93021631786551e-06,2.3558629283034457e-06,1.6746560465331638e-05,53677,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEPRESSED,19817,85084,3.330188007603941e-06,3.671609169216177e-06,2.9804918759649673e-05,53826,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEPRESSES,19818,494,1.9335161437595163e-08,2.146842317239564e-08,1.7114300926647482e-06,446,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEPRESSING,19819,12720,4.978608370166203e-07,3.633783186509234e-07,7.285028708942064e-06,11258,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEPRIVATION,19832,6014,2.3538797750141154e-07,1.6183900799247086e-07,5.955138677317968e-06,4028,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEPRIVE,19834,43351,1.6967582661562507e-06,8.987693245375521e-07,8.460462116802512e-06,30686,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEPRIVED,19835,10425,4.080345303379141e-07,3.22096747558735e-07,6.915896927394567e-06,7295,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEPRIVES,19836,1679,6.571606488607749e-08,3.514383976357368e-08,1.9522709562969334e-06,1211,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEPRIVING,19837,7450,2.915930216803319e-07,1.7144583777916957e-07,3.8099952251214716e-06,6505,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DERELICT,19892,456,1.7847841327010917e-08,1.1079753885878286e-08,1.1927145396546683e-06,288,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DERELICTION,19893,2521,9.86719473363915e-08,6.125655179216913e-08,2.419825773206523e-06,1529,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEROGATORY,19940,11010,4.309314320403294e-07,2.4614028961630826e-07,4.982545228623999e-06,5905,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
DESTABILIZATION,20141,1626,6.364164473184156e-08,5.103460253741004e-08,2.301163324305097e-06,1354,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
DESTABILIZE,20143,837,3.276018243576346e-08,1.968343575995567e-08,1.0476099402544855e-06,760,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DESTABILIZED,20144,376,1.4716641094201985e-08,1.396097961410343e-08,1.4121582136731256e-06,337,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DESTABILIZING,20146,2210,8.649940643134678e-08,6.505815004588742e-08,2.40666351151776e-06,1813,2009,0,2009,0,0,0,0,0,5,12of12inf,TRUE
DESTROY,20161,64456,2.5228080275741573e-06,1.266671561715937e-06,1.0878413773917639e-05,39868,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DESTROYED,20162,254544,9.962852900751463e-06,5.4265007361010194e-06,6.419214021336807e-05,81223,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DESTROYING,20165,7265,2.8435212114196123e-07,1.9247329139283625e-07,4.720400781231771e-06,5506,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DESTROYS,20166,4628,1.8113993346799678e-07,9.974285540545365e-08,2.763433369586664e-06,3679,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DESTRUCTION,20173,340100,1.3311514989728977e-05,6.233593465154399e-06,3.523109870844836e-05,115891,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DESTRUCTIVE,20175,14052,5.499953208928891e-07,4.0145556932441247e-07,9.004214607238829e-06,10232,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETAIN,20196,6308,2.468951383569844e-07,1.2648214478117727e-07,2.494133428772113e-06,5778,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DETAINED,20197,3680,1.4403521070921092e-07,8.682114110959871e-08,4.657750863679237e-06,1978,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DETENTION,20220,48263,1.8890139604507192e-06,1.0572841189524265e-06,3.313438037685547e-05,17537,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETENTIONS,20221,2711,1.0610854788931271e-07,4.907088339058348e-08,1.6937132987405276e-06,2332,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETER,20222,110198,4.313150040688485e-06,2.937092684090893e-06,1.5509546979201753e-05,80320,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DETERIORATE,20225,320378,1.2539595852335755e-05,1.0635086368090233e-05,3.5222168899810285e-05,208136,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
DETERIORATED,20226,74157,2.9025051958051506e-06,2.391337758040454e-06,2.5044564569576784e-05,34731,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
DETERIORATES,20227,25139,9.839405331572972e-07,7.557920574998368e-07,8.256279017458294e-06,20703,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
DETERIORATING,20228,58104,2.274190729089128e-06,1.793109774255657e-06,1.5578949564498824e-05,38452,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
DETERIORATION,20229,436285,1.7076196169638067e-05,1.360111261281292e-05,4.844548816936589e-05,194751,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
DETERIORATIONS,20230,4051,1.5855615178886235e-07,1.1399045412471472e-07,2.989206635483574e-06,3384,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
DETERRED,20250,3225,1.2622650938511012e-07,1.0430338307224114e-07,3.3334402502100915e-06,2860,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DETERRENCE,20251,4891,1.9143375423335615e-07,1.137758748369744e-07,3.297042627043211e-06,3938,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETERRENCES,20252,5,1.957000145505583e-10,1.1367432801229719e-10,8.513917185675186e-08,5,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DETERRENT,20253,14804,5.79428603081293e-07,4.292948560539119e-07,1.3610746062990041e-05,7007,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETERRENTS,20254,544,2.1292161583100745e-08,1.4257820480582466e-08,9.054405849141353e-07,522,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETERRING,20255,21114,8.264020214440976e-07,5.112914091408852e-07,5.7641632951452545e-06,18368,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETERS,20256,684,2.6771761990516378e-08,2.61260814608545e-08,1.982772439476467e-06,624,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DETRACT,20293,37096,1.4519375479535022e-06,8.12618364174805e-07,1.0407364924510334e-05,26494,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DETRACTED,20294,3569,1.3969067038618852e-07,1.784258588140389e-07,1.1269776990862014e-05,1003,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETRACTING,20295,1760,6.888640512179653e-08,5.276542303841842e-08,3.151500413683063e-06,1238,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETRIMENT,20301,54657,2.139275139057973e-06,1.3084052916861175e-06,1.1911481295527313e-05,35755,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DETRIMENTAL,20302,115007,4.501374314683212e-06,3.067789909614868e-06,2.1640818838499572e-05,66860,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DETRIMENTALLY,20303,7592,2.9715090209356773e-07,2.0739385222098518e-07,5.492196665992807e-06,6286,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
DETRIMENTS,20304,2278,8.916092662923437e-08,4.7413897334898e-08,2.0027139864613247e-06,1533,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEVALUE,20312,3125,1.2231250909409894e-07,1.245427598871376e-07,4.259928574187689e-06,2550,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEVALUED,20313,7349,2.876398813864106e-07,2.9188756825145853e-07,6.688096621437548e-06,5138,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEVALUES,20314,1000,3.914000291011166e-08,4.764875673803229e-08,2.615979633689305e-06,829,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEVALUING,20315,861,3.3699542505606146e-08,3.016001197909157e-08,2.0222035903965147e-06,659,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEVASTATE,20316,131,5.127340381224628e-09,5.4852883876262185e-09,6.974837365784246e-07,119,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DEVASTATED,20317,1005,3.933570292466222e-08,4.123859248392898e-08,2.433971439851537e-06,772,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEVASTATING,20319,5922,2.3178709723368127e-07,1.993573966021369e-07,5.111936813436172e-06,4397,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEVASTATION,20321,1172,4.587208341065087e-08,4.708391984042593e-08,2.6592446372032535e-06,945,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
DEVIATE,20342,31525,1.2338885917412703e-06,9.78458395561474e-07,1.0219857024294248e-05,25444,2009,0,2009,0,0,0,0,0,3,12of12inf,TRUE
DEVIATED,20343,5160,2.0196241501617617e-07,1.7825851253051366e-07,5.7872569451082055e-06,3415,2009,0,2009,0,0,0,0,0,4,12of12inf,TRUE
DEVIATES,20344,5034,1.9703077464950212e-07,1.3932261412587305e-07,4.200038352685561e-06,3903,2009,0,2009,0,0,0,0,0,3,12of12inf,TRUE
DEVIATING,20345,5136,2.010230549463335e-07,1.1293784792329151e-07,2.710702291460433e-06,4764,2009,0,2009,0,0,0,0,0,4,12of12inf,TRUE
DEVIATION,20346,54363,2.1277679782024005e-06,1.5507964757202642e-06,1.611907767609864e-05,32615,2009,0,2009,0,0,0,0,0,4,12of12inf,TRUE
DEVIATIONS,20347,51765,2.0260822506419304e-06,1.2928098276218023e-06,1.604355498198527e-05,32236,2009,0,2009,0,0,0,0,0,4,12of12inf,TRUE
DEVOLVE,20383,3349,1.3107986974596395e-07,7.250030508138086e-08,2.9134617532042495e-06,2217,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEVOLVED,20384,627,2.4540781824640014e-08,1.0794914907666946e-08,7.419893781501464e-07,536,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEVOLVES,20385,231,9.041340672235794e-09,4.282887535891149e-09,4.6404909673643165e-07,192,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
DEVOLVING,20386,136,5.323040395775186e-09,2.7753730849839528e-09,3.741128160534312e-07,116,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
DICTATE,20563,50822,1.989173227897695e-06,1.987667478428267e-06,1.591925403876952e-05,41512,0,0,0,0,0,0,2009,0,2,12of12inf,TRUE
